conf_label;title;country;country_qid;location;location_qid;main_subject;start_time;end_time;series_label;series_short_name;WikiCFP_identifier;DBLP_identifier
Social, Cultural, and Behavioral Modeling, 9th International Conference, SBP-BRiMS 2016, Washington, DC, USA, June 28 - July 1, 2016;Social, Cultural, and Behavioral Modeling, 9th International Conference, SBP-BRiMS 2016;United States of America;Q30;Washington, D.C.;Q61;;2016-06-28T00:00:00.000000;2016-07-01T00:00:00.000000;International Conference on Social, Cultural, and Behavioral Modeling;SBP-BRiMS;;conf/sbp-brims
International Joint Conference - CISIS'15 and ICEUTE'15, 8th Computational Intelligence in Security for Information Systems Conference / 6th EUropean Transnational Education Conference, Burgos, Spain, 15-17 June, 2015;International Joint Conference - CISIS'15 and ICEUTE'15, 8th International Conference on Computational Intelligence in Security for Information Systems / 6th International Conference on EUropean Transnational Education;Spain;Q29;Burgos;Q9580;;2015-06-15T00:00:00.000000;2015-06-17T00:00:00.000000;Computational Intelligence in Security for Information Systems;CISIS;474;conf/cisis-spain
International Joint Conference - CISIS'15 and ICEUTE'15, 8th Computational Intelligence in Security for Information Systems Conference / 6th EUropean Transnational Education Conference, Burgos, Spain, 15-17 June, 2015;International Joint Conference - CISIS'15 and ICEUTE'15, 8th International Conference on Computational Intelligence in Security for Information Systems / 6th International Conference on EUropean Transnational Education;Spain;Q29;Burgos;Q9580;;2015-06-15T00:00:00.000000;2015-06-17T00:00:00.000000;International Conference on EUropean Transnational Education;ICEUTE;;conf/iceute
EVOLVE - A Bridge between Probability, Set Oriented Numerics, and Evolutionary Computation II, EVOLVE 2012, Mexico City, Mexico, August 7-9, 2012;EVOLVE - A Bridge between Probability, Set Oriented Numerics, and Evolutionary Computation II;Mexico;Q96;Mexico City;Q1489;;2012-08-07T00:00:00.000000;2012-08-09T00:00:00.000000;A Bridge between Probability, Set Oriented Numerics and Evolutionary Computation;EVOLVE;;conf/evolve
Modeling and Using Context - 9th International and Interdisciplinary Conference, CONTEXT 2015, Lanarca, Cyprus, November 2-6, 2015;Modeling and Using Context - 9th International and Interdisciplinary Conference;Cyprus;Q229;Larnaca;Q171882;;2015-11-02T00:00:00.000000;2015-11-06T00:00:00.000000;International and Interdisciplinary Conference on Modeling and Using Context;CONTEXT;;conf/context
Principles of Distributed Systems, 7th International Conference, OPODIS 2003, La Martinique, French West Indies, December 10-13, 2003;Principles of Distributed Systems, 7th International Conference;France;Q142;Pointe-à-Pitre;Q335322;;2003-12-10T00:00:00.000000;2003-12-13T00:00:00.000000;International Conference on Principles of Distributed Systems;OPODIS;;conf/opodis
Data Analysis, Machine Learning and Knowledge Discovery - 36th Annual Conference of the Gesellschaft für Klassifikation e. V., Hildesheim, Germany, August 2012;Data Analysis, Machine Learning and Knowledge Discovery - 36th Annual Conference of the Gesellschaft für Klassifikation e. V.;Germany;Q183;Hildesheim;Q3185;;;;Annual Conference of the Gesellschaft für Klassifikation;GfKl;;conf/gfkl
7th Interaction and Concurrency Experience, ICE 2014, Berlin, Germany, 6th June 2014;7th Interaction and Concurrency Experience;Germany;Q183;Berlin;Q64;;;;Interaction and Concurrency Experience;ICE;;conf/ice
10th International Conference on Soft Computing Models in Industrial and Environmental Applications, SOCO 2015, Burgos, Spain, June 2015;10th International Conference on Soft Computing Models in Industrial and Environmental Applications;Spain;Q29;Burgos;Q9580;;;;Soft Computing Models in Industrial and Environmental Applications;SOCO;;conf/softcomp
Multidisciplinary Information Retrieval - Second Information Retrieval Facility Conference, IRFC 2011, Vienna, Austria, June 6, 2011;Multidisciplinary Information Retrieval - Second Information Retrieval Facility Conference;Austria;Q40;Vienna;Q1741;;;;Information Retrieval Facility Conference;IRFC;1657;conf/irfc
Computational Intelligence - International Joint Conference, IJCCI 2010, Valencia, Spain, October 2010;2nd International Joint Conference on Computational Intelligence;Spain;Q29;Valencia;Q8818;;;;International Joint Conference on Computational Intelligence;IJCCI;1571;conf/ijcci
6th Interaction and Concurrency Experience, ICE 2013, Florence, Italy, 6th June 2013;6th Interaction and Concurrency Experience;Italy;Q38;Florence;Q2044;;;;Interaction and Concurrency Experience;ICE;;conf/ice
Intelligent Distributed Computing IX - 9th International Symposium on Intelligent Distributed Computing - IDC'2015, Guimarães, Portugal, October 2015;Intelligent Distributed Computing IX - 9th International Symposium on Intelligent Distributed Computing;Portugal;Q45;Guimarães;Q170903;;;;International Symposium on Intelligent Distributed Computing;IDC;1520;conf/idc
Nostradamus 2013: Prediction, Modeling and Analysis of Complex Systems, Nostradamus conference 2013, Ostrava, Czech Republic, June 2013;Prediction, Modeling and Analysis of Complex Systems, Nostradamus Conference 2013;Czech Republic;Q213;Ostrava;Q8385;;;;Nostradamus Conference;Nostradamus;;conf/nostradamus
Modeling and Using Context, Second International and Interdisciplinary Conference, CONTEXT'99, Trento, Italy, September 1999;Modeling and Using Context, Second International and Interdisciplinary Conference;Italy;Q38;Trento;Q3376;;;;International and Interdisciplinary Conference on Modeling and Using Context;CONTEXT;;conf/context
Industrial Perspectives of Safety-critical Systems - Sixth Safety-critical Systems Symposium, Birmingham, UK, 1998;Industrial Perspectives of Safety-critical Systems - Sixth Safety-critical Systems Symposium;United Kingdom;Q145;Birmingham;Q2256;;;;Safety-critical Systems Symposium;SSS;;conf/scss
Parallel and Distributed Processing and Applications, 4th International Symposium, ISPA 2006, Sorrento, Italy, December 4-6, 2006;Parallel and Distributed Processing and Applications, 4th International Symposium;Italy;Q38;Sorrento;Q72672;;2006-12-04T00:00:00.000000;2006-12-06T00:00:00.000000;International Symposium on Parallel and Distributed Processing with Applications;ISPA;1738;conf/ispa
ACM Symposium on Applied Perception, SAP 2016, Anaheim, California, USA, July 22-23, 2016;ACM Symposium on Applied Perception 2016;United States of America;Q30;Anaheim;Q49247;;2016-07-22T00:00:00.000000;2016-07-23T00:00:00.000000;ACM Symposium on Applied Perception;SAP;197;conf/apgv
27th ACM Conference on Hypertext and Social Media, HT 2016, Halifax, NS, Canada, July 10-13, 2016;27th ACM Conference on Hypertext and Social Media;Canada;Q16;Halifax;Q2141;;2016-07-10T00:00:00.000000;2016-07-13T00:00:00.000000;ACM Conference on Hypertext and Social Media;HT;1242;conf/ht
7th ACM SIGCHI Symposium on Engineering Interactive Computing Systems, EICS 2015, Duisburg, Germany, June 23-26, 2015;7th ACM SIGCHI Symposium on Engineering Interactive Computing Systems;Germany;Q183;Duisburg;Q2100;;2015-06-23T00:00:00.000000;2015-06-26T00:00:00.000000;ACM SIGCHI Symposium on Engineering Interactive Computing System;EnCHIReS;865;conf/eics
29th Australian Conference on Computer-Human Interaction, OZCHI 2017, Brisbane, QLD, Australia, November 28 - December 01, 2017;29th Australian Conference on Computer-Human Interaction;Australia;Q408;Brisbane;Q34932;;2017-11-28T00:00:00.000000;2017-12-01T00:00:00.000000;Australasian Computer-Human Interaction Conference;OZCHI;;conf/ozchi
AGILE 2015 - Geographic Information Science as an Enabler of Smarter Cities and Communities, Lisboa, Portugal, 9-12 June 2015;AGILE 2015 - Geographic Information Science as an Enabler of Smarter Cities and Communities;Portugal;Q45;Lisbon;Q597;;2015-06-09T00:00:00.000000;2015-06-12T00:00:00.000000;AGILE Conference on Geographic Information Science;AGILE;85;conf/agile
Data Analysis, Machine Learning and Applications - 31st Annual Conference of the Gesellschaft für Klassifikation e.V., Albert-Ludwigs-Universität Freiburg, March 7-9, 2007;Data Analysis, Machine Learning and Applications - 31st Annual Conference of the Gesellschaft für Klassifikation e.V., Albert-Ludwigs-Universität;Germany;Q183;Freiburg im Breisgau;Q2833;;2007-03-07T00:00:00.000000;2007-03-09T00:00:00.000000;Annual Conference of the Gesellschaft für Klassifikation;GfKl;;conf/gfkl
ETRA '20: 2020 Symposium on Eye Tracking Research and Applications, Stuttgart, Germany, June 2-5, 2020;ETRA '20: 2020 Symposium on Eye Tracking Research and Applications;Germany;Q183;Stuttgart;Q1022;;2020-06-02T00:00:00.000000;2020-06-05T00:00:00.000000;Eye Tracking Research & Application;ETRA;;conf/etra
Privacy and Identity Management for Life - 6th IFIP WG 9.2, 9.6/11.7, 11.4, 11.6/PrimeLife International Summer School, Helsingborg, Sweden, August 2-6, 2010;Privacy and Identity Management for Life - 6th IFIP WG 9.2, 9.6/11.7, 11.4, 11.6/PrimeLife International Summer School;Sweden;Q34;Helsingborg;Q25411;;2010-08-02T00:00:00.000000;2010-08-06T00:00:00.000000;IFIP Summer School on Privacy and Identity Management;PrimeLife;;conf/primelife
Advances in Artificial Intelligence - 14th Conference of the Spanish Association for Artificial Intelligence, CAEPIA 2011, La Laguna, Spain, November 7-11, 2011;Advances in Artificial Intelligence - 14th Conference of the Spanish Association for Artificial Intelligence;Spain;Q29;San Cristóbal de La Laguna;Q54898;;2011-11-07T00:00:00.000000;2011-11-11T00:00:00.000000;Conferencia de la Asociación Española para la Inteligencia Artificial;CAEPIA;;conf/caepia
Extraction et gestion des connaissances (EGC'2009), Actes, Strasbourg, France, 27 au 30 janvier 2009;Extraction et gestion des connaissances (EGC'2009), Actes;France;Q142;Strasbourg;Q6602;;2009-01-27T00:00:00.000000;2009-01-30T00:00:00.000000;Extraction et Gestion des Connaissances;EGC;852;conf/f-egc
Robot 2015: Second Iberian Robotics Conference - Advances in Robotics, Lisbon, Portugal, 19-21 November 2015;Robot 2015: Second Iberian Robotics Conference - Advances in Robotics;Portugal;Q45;Lisbon;Q597;;2015-11-19T00:00:00.000000;2015-11-21T00:00:00.000000;Iberian Robotics Conference;ROBOT;;conf/robot
ROBOT 2013: First Iberian Robotics Conference - Advances in Robotics, Vol. 1, Madrid, Spain, 28-29 November 2013;First Iberian Robotics Conference - Advances in Robotics;Spain;Q29;Madrid;Q2807;;2013-11-28T00:00:00.000000;2013-11-29T00:00:00.000000;Iberian Robotics Conference;ROBOT;;conf/robot
ZUM '98: The Z Formal Specification Notation, 11th International Conference of Z Users, Berlin, Germany, September 24-26, 1998;ZUM '98: The Z Formal Specification Notation, 11th International Conference of Z Users;Germany;Q183;Berlin;Q64;;1998-09-24T00:00:00.000000;1998-09-26T00:00:00.000000;International Conference on Abstract State Machines, Alloy, B, TLA, VDM, and Z;ABZ;13;conf/zum
Soft Computing in Computer and Information Science, International Conference on Advanced Computer Systems, ACS 2014, Miȩdzyzdroje, Poland, 22-24 October 2014;Soft Computing in Computer and Information Science, International Conference on Advanced Computer Systems;Poland;Q36;Międzyzdroje;Q148615;;2014-10-22T00:00:00.000000;2014-10-24T00:00:00.000000;International Conference on Advanced Computer Systems;ACS;;conf/acs2
Beyond Databases, Architectures and Structures - 11th International Conference, BDAS 2015, Ustroń, Poland, May 26-29, 2015;Beyond Databases, Architectures and Structures - 11th International Conference;Poland;Q36;Ustroń;Q1001297;;2015-05-26T00:00:00.000000;2015-05-29T00:00:00.000000;International Conference -Beyond Databases, Architectures, and Structures;BDAS;;conf/bdas
Agreement Technologies - Second International Conference, AT 2013, Beijing, China, August 1-2, 2013;Agreement Technologies - Second International Conference;People's Republic of China;Q148;Beijing;Q956;;2013-08-01T00:00:00.000000;2013-08-02T00:00:00.000000;International Conference on Agreement Technologies;AT;;conf/at
Non-Volatile Memory Technology Symposium, NVMTS 2018, Sendai, Japan, October 22-24, 2018;Non-Volatile Memory Technology Symposium, NVMTS 2018;Japan;Q17;Sendai;Q46747;;2018-10-22T00:00:00.000000;2018-10-24T00:00:00.000000;Non-Volatile Memory Technology Symposium;NVMTS;;conf/nvmts
10th Nordic Conference on Human-Computer Interaction, Oslo, Norway, September 29 - October 3, 2018;10th Nordic Conference on Human-Computer Interaction;Norway;Q20;Oslo;Q585;human–computer interaction;2018-09-29T00:00:00.000000;2018-10-03T00:00:00.000000;Nordic Conference on Human-Computer Interaction;NordiCHI;;conf/nordichi
19th Non-Volatile Memory Technology Symposium, NVMTS 2019, Durham, NC, USA, October 28-30, 2019;19th Non-Volatile Memory Technology Symposium;United States of America;Q30;Durham;Q49229;;2019-10-28T00:00:00.000000;2019-10-30T00:00:00.000000;Non-Volatile Memory Technology Symposium;NVMTS;;conf/nvmts
Computer-Assisted Information Retrieval (Recherche d'Information et ses Applications) - RIAO 1985, 1st International Conference, University of Grenoble, France, March 18-20, 1985;Computer-Assisted Information Retrieval (Recherche d'Information et ses Applications) - RIAO 1985, 1st International Conference, University of;France;Q142;Grenoble;Q1289;information retrieval;1985-03-18T00:00:00.000000;1985-03-20T00:00:00.000000;Open research Areas in Information Retrieval;OAIR;;conf/riao
Numerical Analysis and Its Applications, Second International Conference, NAA 2000, Rousse, Bulgaria, June 11-15, 2000;Numerical Analysis and Its Applications, Second International Conference;Bulgaria;Q219;Ruse;Q160173;;2000-06-11T00:00:00.000000;2000-06-15T00:00:00.000000;Numerical Analysis and Its Applications;NAA;;conf/naa
PRICAI 2004: Trends in Artificial Intelligence, 8th Pacific Rim International Conference on Artificial Intelligence, Auckland, New Zealand, August 9-13, 2004;PRICAI 2004: Trends in Artificial Intelligence, 8th Pacific Rim International Conference on Artificial Intelligence;New Zealand;Q664;Auckland;Q37100;artificial intelligence;2004-08-09T00:00:00.000000;2004-08-13T00:00:00.000000;Pacific Rim International Conference on Artificial Intelligence;PRICAI;;conf/pricai
PRICAI 2000, Topics in Artificial Intelligence, 6th Pacific Rim International Conference on Artificial Intelligence, Melbourne, Australia, August 28 - September 1, 2000;PRICAI 2000, Topics in Artificial Intelligence, 6th Pacific Rim International Conference on Artificial Intelligence;Australia;Q408;Melbourne;Q3141;artificial intelligence;2000-08-28T00:00:00.000000;2000-09-01T00:00:00.000000;Pacific Rim International Conference on Artificial Intelligence;PRICAI;;conf/pricai
7th Pacific Conference on Computer Graphics and Applications, PG 1999, Seoul, South Korea, October 5-7, 1999;7th Pacific Conference on Computer Graphics and Applications;South Korea;Q884;Seoul;Q8684;computer graphics;1999-10-05T00:00:00.000000;1999-10-07T00:00:00.000000;Pacific Conference on Computer Graphics and Applications;PG;2353;conf/pg
